Monthly Income,Rent/Housing,Food & Groceries,Entertainment & Shopping,Travel & Transport,Savings/Investments,Financial Wellness Category,Personalized Recommendation
196720.0,47823.0,36597.0,11183.0,17342.0,41330.0,Thriving,Excellent! Consider investments for growth.
109135.0,26531.0,20303.0,6204.0,9621.0,,Stable,You're on track! Try to boost savings gradually.
139235.0,33848.0,25902.0,7915.0,12274.0,53150.0,Thriving,Excellent! Consider investments for growth.
153554.0,37329.0,28566.0,8729.0,13536.0,19457.0,Stable,You're on track! Try to boost savings gradually.
93847.0,22814.0,17459.0,5335.0,8273.0,,Thriving,Excellent! Consider investments for growth.
193179.0,46962.0,35938.0,10982.0,17030.0,61429.0,Thriving,Excellent! Consider investments for growth.
180866.0,43969.0,33647.0,10282.0,15944.0,71223.0,Thriving,Excellent! Consider investments for growth.
69922.0,16998.0,13008.0,3975.0,6164.0,15628.0,Thriving,Excellent! Consider investments for growth.
59974.0,14580.0,11157.0,3409.0,5287.0,527.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
180829.0,43960.0,33641.0,10280.0,15941.0,7095.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
47532.0,11555.0,8842.0,2702.0,4190.0,16614.0,Thriving,Excellent! Consider investments for growth.
47663.0,11587.0,8867.0,2709.0,4201.0,6843.0,Stable,You're on track! Try to boost savings gradually.
67915.0,16510.0,12634.0,3861.0,5987.0,19880.0,Thriving,Excellent! Consider investments for growth.
70106.0,17043.0,13042.0,3985.0,6180.0,25880.0,Thriving,Excellent! Consider investments for growth.
84315.0,20497.0,15685.0,4793.0,7433.0,28816.0,Thriving,Excellent! Consider investments for growth.
151374.0,36799.0,28161.0,8605.0,13344.0,58766.0,Thriving,Excellent! Consider investments for growth.
119304.0,29003.0,22195.0,6782.0,10517.0,39181.0,Thriving,Excellent! Consider investments for growth.
46155.0,11220.0,8586.0,2623.0,4068.0,15513.0,Thriving,Excellent! Consider investments for growth.
49241.0,,9160.0,2799.0,4340.0,12834.0,Thriving,Excellent! Consider investments for growth.
145354.0,35336.0,27041.0,8263.0,12814.0,44926.0,Thriving,Excellent! Consider investments for growth.
60806.0,14782.0,11312.0,3456.0,5360.0,82166.52700667836,Thriving,Excellent! Consider investments for growth.
102074.0,24814.0,18989.0,5802.0,8998.0,2784.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
107939.0,26240.0,20080.0,6136.0,9515.0,4674.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
22839.0,5552.0,4248.0,1298.0,2013.0,4751.0,Thriving,Excellent! Consider investments for growth.
32323.0,7857.0,6013.0,1837.0,2849.0,2377.0,Stable,You're on track! Try to boost savings gradually.
57131.0,13888.0,10628.0,3247.0,5036.0,14938.0,Thriving,Excellent! Consider investments for growth.
118864.0,28896.0,22113.0,6757.0,10478.0,42956.0,Thriving,Excellent! Consider investments for growth.
150858.0,36674.0,,8576.0,13299.0,11912.0,Stable,You're on track! Try to boost savings gradually.
102180.0,24840.0,19009.0,5808.0,9007.0,31897.0,,Excellent! Consider investments for growth.
150523.0,36593.0,28002.0,8557.0,13269.0,342.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
99751.0,24250.0,18557.0,5670.0,8793.0,24299.0,,Excellent! Consider investments for growth.
105305.0,25600.0,19590.0,5986.0,9283.0,,Thriving,Excellent! Consider investments for growth.
138154.0,33586.0,25701.0,7854.0,12179.0,52344.0,Thriving,Excellent! Consider investments for growth.
87661.0,21310.0,16308.0,4983.0,7727.0,8112.0,Stable,You're on track! Try to boost savings gradually.
136148.0,33098.0,,7740.0,12002.0,42740.0,Thriving,Excellent! Consider investments for growth.
152222.0,37006.0,28319.0,8653.0,13419.0,54088.0,Thriving,Excellent! Consider investments for growth.
116443.0,28307.0,21662.0,,10265.0,28345.0,Thriving,Excellent! Consider investments for growth.
,28535.0,21836.0,6673.0,10347.0,39852.0,Thriving,Excellent! Consider investments for growth.
,21658.0,16574.0,5064.0,7854.0,28106.0,Thriving,Excellent! Consider investments for growth.
68984.0,16770.0,12833.0,3921.0,6081.0,17495.0,Thriving,Excellent! Consider investments for growth.
59922.0,14567.0,11147.0,3406.0,5282.0,16780.0,Thriving,Excellent! Consider investments for growth.
191790.0,46625.0,35680.0,10903.0,16907.0,45547.0,Thriving,Excellent! Consider investments for growth.
41357.0,10054.0,,,3645.0,1987.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
40128.0,9755.0,7465.0,2281.0,3537.0,5894.0,Stable,You're on track! Try to boost savings gradually.
39065.0,9496.0,7267.0,2220.0,3443.0,7759.0,Stable,You're on track! Try to boost savings gradually.
125616.0,,23369.0,7141.0,11074.0,11095.0,Stable,You're on track! Try to boost savings gradually.
100257.0,24373.0,18651.0,5699.0,8838.0,31206.0,Thriving,Excellent! Consider investments for growth.
103559.0,25175.0,19265.0,5887.0,9129.0,22271.0,Thriving,Excellent! Consider investments for growth.
158429.0,38515.0,29473.0,9006.0,13966.0,16001.0,Stable,You're on track! Try to boost savings gradually.
96589.0,23481.0,17969.0,5491.0,8515.0,27763.0,Thriving,Excellent! Consider investments for growth.
174297.0,42372.0,32425.0,9908.0,15365.0,12052.0,Stable,You're on track! Try to boost savings gradually.
176503.0,42908.0,32836.0,10034.0,15560.0,65516.0,Thriving,Excellent! Consider investments for growth.
183856.0,44696.0,34204.0,10452.0,16208.0,,Thriving,Excellent! Consider investments for growth.
57384.0,13950.0,10675.0,3262.0,5058.0,14900.0,Thriving,Excellent! Consider investments for growth.
49402.0,12009.0,9190.0,2808.0,4355.0,17969.0,Thriving,Excellent! Consider investments for growth.
38743.0,9418.0,,2202.0,3415.0,8307.0,Thriving,Excellent! Consider investments for growth.
161330.0,39220.0,30013.0,9171.0,14222.0,33217.0,Thriving,Excellent! Consider investments for growth.
137235.0,33362.0,25530.0,7801.0,12098.0,44327.0,Thriving,Excellent! Consider investments for growth.
160256.0,38959.0,29813.0,9110.0,14127.0,43519.0,Thriving,Excellent! Consider investments for growth.
27287.0,6633.0,5076.0,1551.0,2405.0,6328.0,Thriving,Excellent! Consider investments for growth.
94069.0,22868.0,17500.0,5347.0,8292.0,30097.0,Thriving,Excellent! Consider investments for growth.
178427.0,43376.0,33194.0,10143.0,15729.0,41562.0,Thriving,Excellent! Consider investments for growth.
110327.0,26821.0,20524.0,6272.0,9726.0,,Thriving,Excellent! Consider investments for growth.
35708.0,8680.0,6643.0,2030.0,,4958.0,Stable,You're on track! Try to boost savings gradually.
172424.0,41917.0,32077.0,9802.0,15200.0,57007.0,,Excellent! Consider investments for growth.
171151.0,41607.0,31840.0,9730.0,15088.0,53303.0,Thriving,Excellent! Consider investments for growth.
184827.0,44932.0,34384.0,10507.0,,33715.0,Stable,You're on track! Try to boost savings gradually.
90480.0,21996.0,16832.0,5143.0,7976.0,,,You're on track! Try to boost savings gradually.
29348.0,7134.0,5459.0,1668.0,2587.0,6141.0,Thriving,Excellent! Consider investments for growth.
34596.0,25979.75476577243,6436.0,1966.0,3049.0,51313.981390963236,Thriving,Excellent! Consider investments for growth.
27564.0,6700.0,5127.0,1567.0,2429.0,10432.0,Thriving,Excellent! Consider investments for growth.
26970.0,6556.0,5017.0,1533.0,2377.0,693.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
65379.0,15894.0,12162.0,3716.0,5763.0,24825.0,Thriving,Excellent! Consider investments for growth.
125787.0,30579.0,23401.0,7151.0,11089.0,42553.0,Thriving,Excellent! Consider investments for growth.
146295.0,35565.0,27216.0,8316.0,12897.0,41357.0,,Excellent! Consider investments for growth.
163946.0,39856.0,30500.0,,14453.0,47059.0,Thriving,Excellent! Consider investments for growth.
64425.0,15662.0,11985.0,,5679.0,13534.0,Thriving,Excellent! Consider investments for growth.
188976.0,45941.0,35156.0,10743.0,,47042.0,Thriving,Excellent! Consider investments for growth.
85545.0,20796.0,15914.0,4863.0,7541.0,6144.0,Stable,You're on track! Try to boost savings gradually.
121834.0,29618.0,22665.0,6926.0,10740.0,40776.0,Thriving,Excellent! Consider investments for growth.
,42759.0,32722.0,9999.0,15506.0,70158.0,Thriving,Excellent! Consider investments for growth.
185656.0,45134.0,34539.0,10554.0,16367.0,37213.0,Thriving,Excellent! Consider investments for growth.
152997.0,37194.0,28463.0,8697.0,13487.0,57762.0,Thriving,Excellent! Consider investments for growth.
66197.0,,12315.0,3763.0,5835.0,14121.0,Thriving,Excellent! Consider investments for growth.
129079.0,31379.0,,7338.0,11379.0,43507.0,Thriving,Excellent! Consider investments for growth.
121371.0,29506.0,22579.0,6900.0,10699.0,42014.0,Thriving,Excellent! Consider investments for growth.
124195.0,30192.0,,7060.0,10948.0,47327.0,Thriving,Excellent! Consider investments for growth.
109489.0,26617.0,20369.0,6224.0,9652.0,43080.0,Thriving,Excellent! Consider investments for growth.
193672.0,47082.0,36030.0,11010.0,17073.0,25566.0,Stable,You're on track! Try to boost savings gradually.
94182.0,22896.0,,5354.0,8302.0,36823.0,Thriving,Excellent! Consider investments for growth.
179116.0,,,10182.0,15790.0,7795.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
75016.0,,13955.0,4264.0,6613.0,12760.0,Stable,You're on track! Try to boost savings gradually.
147534.0,35866.0,27446.0,8387.0,13006.0,53340.0,Thriving,Excellent! Consider investments for growth.
177817.0,43228.0,33080.0,10108.0,15675.0,51222.0,Thriving,Excellent! Consider investments for growth.
68756.0,16714.0,12791.0,3908.0,6061.0,24394.0,Thriving,Excellent! Consider investments for growth.
151743.0,125421.30705400721,28229.0,8626.0,13377.0,30424.0,Thriving,Excellent! Consider investments for growth.
121520.0,29542.0,22607.0,6908.0,10712.0,3686.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
144457.0,35118.0,26874.0,8212.0,12735.0,9131.0,Stable,You're on track! Try to boost savings gradually.
104080.0,25302.0,19362.0,5917.0,,34547.0,,Excellent! Consider investments for growth.
29715.0,,5528.0,1689.0,2619.0,11579.0,Thriving,Excellent! Consider investments for growth.
109613.0,91569.24593697922,20392.0,6231.0,9663.0,,At Risk,Critical: Immediate spending review needed. Focus on necessities.
125510.0,30512.0,23349.0,7135.0,11064.0,39941.0,Thriving,Excellent! Consider investments for growth.
128464.0,31230.0,23899.0,7303.0,11325.0,47165.0,Thriving,Excellent! Consider investments for growth.
144865.0,35217.0,26950.0,8235.0,12770.0,54894.0,Thriving,Excellent! Consider investments for growth.
,12085.0,9248.0,2826.0,4382.0,10542.0,Thriving,Excellent! Consider investments for growth.
152596.0,37096.0,28388.0,8675.0,13452.0,7480.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
183817.0,44687.0,34196.0,10450.0,16204.0,52359.0,Thriving,Excellent! Consider investments for growth.
171716.0,130615.02948710496,31945.0,9762.0,15138.0,18520.0,Stable,You're on track! Try to boost savings gradually.
193021.0,46924.0,35909.0,10973.0,17016.0,42779.0,Thriving,Excellent! Consider investments for growth.
186926.0,45442.0,34775.0,10626.0,,32922.0,Stable,You're on track! Try to boost savings gradually.
106475.0,25884.0,19808.0,6053.0,9386.0,25906.0,Thriving,Excellent! Consider investments for growth.
188123.0,45733.0,34997.0,10694.0,16584.0,48305.0,Thriving,Excellent! Consider investments for growth.
161706.0,39311.0,30083.0,,14255.0,47054.0,Thriving,Excellent! Consider investments for growth.
120386.0,29266.0,22396.0,6844.0,10612.0,29239.0,Thriving,Excellent! Consider investments for growth.
68901.0,16750.0,12818.0,3917.0,6074.0,18346.0,Thriving,Excellent! Consider investments for growth.
126081.0,30651.0,23455.0,7167.0,11115.0,27420.0,Thriving,Excellent! Consider investments for growth.
123302.0,29975.0,22938.0,7009.0,10870.0,24326.0,Stable,You're on track! Try to boost savings gradually.
75176.0,18275.0,13985.0,4273.0,6627.0,20297.0,Thriving,Excellent! Consider investments for growth.
144249.0,35067.0,26835.0,8200.0,12716.0,48016.0,Thriving,Excellent! Consider investments for growth.
125864.0,30598.0,23415.0,7155.0,11095.0,1327.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
100818.0,,18755.0,5731.0,8887.0,4969.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
181595.0,44146.0,33783.0,10323.0,16009.0,55303.0,Thriving,Excellent! Consider investments for growth.
70138.0,17050.0,13048.0,3987.0,6183.0,17510.0,,Excellent! Consider investments for growth.
65232.0,15858.0,12135.0,3708.0,5750.0,17455.0,Thriving,Excellent! Consider investments for growth.
39623.0,,7371.0,2252.0,3493.0,13900.0,Thriving,Excellent! Consider investments for growth.
37019.0,8999.0,6886.0,2104.0,3263.0,14745.0,Thriving,Excellent! Consider investments for growth.
125823.0,30588.0,23407.0,7153.0,11092.0,31065.0,Thriving,Excellent! Consider investments for growth.
139891.0,34008.0,26025.0,7952.0,12332.0,46071.0,Thriving,Excellent! Consider investments for growth.
,28862.0,22086.0,6749.0,10466.0,35770.0,Thriving,Excellent! Consider investments for growth.
68770.0,16718.0,12793.0,3909.0,6062.0,19271.0,Thriving,Excellent! Consider investments for growth.
164467.0,39982.0,30597.0,9350.0,14499.0,52142.0,Thriving,Excellent! Consider investments for growth.
166964.0,40589.0,31061.0,9491.0,14719.0,40232.0,Thriving,Excellent! Consider investments for growth.
179033.0,43523.0,33306.0,10178.0,15783.0,70117.0,Thriving,Excellent! Consider investments for growth.
157337.0,38249.0,29270.0,8944.0,13870.0,423.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
111658.0,27144.0,20772.0,6347.0,9843.0,26222.0,Thriving,Excellent! Consider investments for growth.
157660.0,38328.0,,8963.0,13898.0,57650.0,Thriving,Excellent! Consider investments for growth.
,33858.0,25910.0,7917.0,12277.0,,Stable,You're on track! Try to boost savings gradually.
45945.0,11169.0,8547.0,2611.0,4050.0,10005.0,Thriving,Excellent! Consider investments for growth.
187231.0,45516.0,34832.0,10644.0,,72674.0,Thriving,Excellent! Consider investments for growth.
65106.0,15827.0,12112.0,3701.0,5739.0,15274.0,Thriving,Excellent! Consider investments for growth.
191033.0,46441.0,35539.0,10860.0,16841.0,62743.0,Thriving,Excellent! Consider investments for growth.
88785.0,21584.0,16517.0,5047.0,7827.0,23656.0,Thriving,Excellent! Consider investments for growth.
,17226.0,13182.0,4028.0,6246.0,26038.0,Thriving,Excellent! Consider investments for growth.
139121.0,33821.0,,7909.0,12264.0,40531.0,,Excellent! Consider investments for growth.
,38836.0,29719.0,9081.0,14083.0,37587.0,Thriving,Excellent! Consider investments for growth.
155720.0,37856.0,28969.0,8852.0,13727.0,42879.0,Thriving,Excellent! Consider investments for growth.
63925.0,15540.0,11892.0,3634.0,5635.0,9922.0,Stable,You're on track! Try to boost savings gradually.
184231.0,44787.0,34273.0,10473.0,16241.0,9996.0,,You're on track! Try to boost savings gradually.
57641.0,14012.0,10723.0,3276.0,5081.0,17310.0,Thriving,Excellent! Consider investments for growth.
124648.0,30302.0,23189.0,7086.0,,,Thriving,Excellent! Consider investments for growth.
32115.0,7807.0,5974.0,1825.0,2831.0,7079.0,Thriving,Excellent! Consider investments for growth.
98815.0,24022.0,18383.0,5617.0,8711.0,35212.0,Thriving,Excellent! Consider investments for growth.
131453.0,31957.0,24455.0,7473.0,11588.0,36554.0,Thriving,Excellent! Consider investments for growth.
46172.0,11224.0,8589.0,2624.0,4070.0,13037.0,Thriving,Excellent! Consider investments for growth.
87843.0,21355.0,16342.0,4993.0,7744.0,12829.0,Stable,You're on track! Try to boost savings gradually.
123892.0,30118.0,23048.0,7043.0,10922.0,37920.0,Thriving,Excellent! Consider investments for growth.
89346.0,21720.0,16621.0,5079.0,7876.0,31134.0,Thriving,Excellent! Consider investments for growth.
26640.0,6476.0,4956.0,1514.0,2348.0,6268.0,,Excellent! Consider investments for growth.
84505.0,,15721.0,4804.0,7449.0,25392.0,Thriving,Excellent! Consider investments for growth.
154153.0,37475.0,28678.0,8763.0,13589.0,38717.0,Thriving,Excellent! Consider investments for growth.
91315.0,22199.0,16988.0,5191.0,8050.0,106040.7650793161,Thriving,Excellent! Consider investments for growth.
155509.0,37805.0,28930.0,8840.0,13709.0,34040.0,Thriving,Excellent! Consider investments for growth.
105445.0,25634.0,19616.0,5994.0,9295.0,30513.0,Thriving,Excellent! Consider investments for growth.
184202.0,44780.0,34268.0,10471.0,16238.0,19104.0,Stable,You're on track! Try to boost savings gradually.
29503.0,7172.0,5488.0,1677.0,2600.0,10217.0,Thriving,Excellent! Consider investments for growth.
64238.0,15616.0,11950.0,3651.0,5663.0,20953.0,Thriving,Excellent! Consider investments for growth.
132547.0,32222.0,24658.0,7535.0,11685.0,37694.0,Thriving,Excellent! Consider investments for growth.
107955.0,26244.0,20083.0,6137.0,9517.0,39907.0,Thriving,Excellent! Consider investments for growth.
148955.0,36211.0,27711.0,,13131.0,136.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
170201.0,41376.0,31663.0,9676.0,15004.0,29229.0,Stable,You're on track! Try to boost savings gradually.
187450.0,45570.0,34872.0,10656.0,16525.0,41441.0,Thriving,Excellent! Consider investments for growth.
173686.0,42224.0,32312.0,9874.0,15311.0,59246.0,Thriving,Excellent! Consider investments for growth.
39029.0,9488.0,7260.0,2218.0,3440.0,9446.0,Thriving,Excellent! Consider investments for growth.
69407.0,16873.0,12912.0,3945.0,6118.0,22988.0,Thriving,Excellent! Consider investments for growth.
42116.0,10238.0,7835.0,2394.0,3712.0,15387.0,Thriving,Excellent! Consider investments for growth.
90202.0,21928.0,16780.0,5128.0,7952.0,10248.0,Stable,You're on track! Try to boost savings gradually.
149350.0,36307.0,27784.0,8490.0,13166.0,30694.0,Thriving,Excellent! Consider investments for growth.
43289.0,10523.0,8053.0,2461.0,3816.0,5039.0,Stable,You're on track! Try to boost savings gradually.
132428.0,115474.82987058625,24636.0,,11674.0,38180.0,Thriving,Excellent! Consider investments for growth.
56187.0,13659.0,10452.0,3194.0,4953.0,6851.0,Stable,You're on track! Try to boost savings gradually.
58547.0,14233.0,10891.0,3328.0,5161.0,18538.0,Thriving,Excellent! Consider investments for growth.
109563.0,26635.0,20382.0,6228.0,9658.0,42083.0,Thriving,Excellent! Consider investments for growth.
62963.0,15306.0,11713.0,3579.0,5550.0,2749.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
48982.0,11907.0,9112.0,2784.0,4318.0,19487.0,Thriving,Excellent! Consider investments for growth.
99134.0,24100.0,18442.0,5635.0,8739.0,12760.0,Stable,You're on track! Try to boost savings gradually.
54698.0,13297.0,,3109.0,4822.0,1241.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
195203.0,,36315.0,11097.0,17208.0,27675.0,Stable,You're on track! Try to boost savings gradually.
181162.0,44041.0,33702.0,10299.0,15970.0,69226.0,Thriving,Excellent! Consider investments for growth.
94740.0,77357.91097271505,17625.0,5386.0,8352.0,19665.0,Thriving,Excellent! Consider investments for growth.
135953.0,33050.0,25292.0,7729.0,11985.0,16435.0,Stable,You're on track! Try to boost savings gradually.
121376.0,29507.0,22580.0,6900.0,10700.0,42290.0,Thriving,Excellent! Consider investments for growth.
57991.0,14097.0,10788.0,3296.0,5112.0,14270.0,,Excellent! Consider investments for growth.
112601.0,27373.0,20948.0,6401.0,9926.0,39225.0,Thriving,Excellent! Consider investments for growth.
41621.0,,7743.0,2366.0,3669.0,14145.0,Thriving,Excellent! Consider investments for growth.
144917.0,35230.0,26960.0,8238.0,12775.0,52109.0,Thriving,Excellent! Consider investments for growth.
154828.0,37639.0,28803.0,8802.0,13649.0,49029.0,Thriving,Excellent! Consider investments for growth.
102879.0,25010.0,19139.0,5848.0,9069.0,32439.0,Thriving,Excellent! Consider investments for growth.
37727.0,9171.0,7018.0,2144.0,3325.0,2188.0,Stable,You're on track! Try to boost savings gradually.
40358.0,9811.0,7508.0,2294.0,3557.0,11365.0,Thriving,Excellent! Consider investments for growth.
113396.0,27567.0,21095.0,6446.0,9996.0,27203.0,Thriving,Excellent! Consider investments for growth.
113105.0,27496.0,21041.0,6430.0,,270.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
166451.0,40465.0,30966.0,9462.0,14673.0,36825.0,Thriving,Excellent! Consider investments for growth.
123196.0,29949.0,22919.0,7003.0,10860.0,183168.07374085733,Thriving,Excellent! Consider investments for growth.
158593.0,38554.0,29504.0,9016.0,13981.0,51427.0,Thriving,Excellent! Consider investments for growth.
69811.0,16971.0,12987.0,3968.0,6154.0,21132.0,Thriving,Excellent! Consider investments for growth.
125891.0,30604.0,,7156.0,11098.0,39297.0,,Excellent! Consider investments for growth.
93479.0,22725.0,17390.0,5314.0,8240.0,25992.0,Thriving,Excellent! Consider investments for growth.
21062.0,5120.0,3918.0,1197.0,1856.0,4004.0,Stable,You're on track! Try to boost savings gradually.
101557.0,24689.0,18893.0,5773.0,8953.0,31375.0,Thriving,Excellent! Consider investments for growth.
135359.0,,25181.0,7695.0,,40473.0,Thriving,Excellent! Consider investments for growth.
172592.0,41958.0,32108.0,9811.0,15215.0,29881.0,Stable,You're on track! Try to boost savings gradually.
28125.0,6837.0,5232.0,1598.0,2479.0,,Thriving,Excellent! Consider investments for growth.
176075.0,42804.0,32756.0,10009.0,15522.0,15454.0,Stable,You're on track! Try to boost savings gradually.
168702.0,41012.0,31384.0,9590.0,14872.0,39969.0,Thriving,Excellent! Consider investments for growth.
129996.0,31602.0,24184.0,7390.0,11460.0,35335.0,Thriving,Excellent! Consider investments for growth.
,38406.0,29390.0,8981.0,13927.0,58730.0,Thriving,Excellent! Consider investments for growth.
125947.0,30618.0,23430.0,7160.0,11103.0,31712.0,Thriving,Excellent! Consider investments for growth.
71663.0,17421.0,13332.0,4074.0,6317.0,23014.0,Thriving,Excellent! Consider investments for growth.
66305.0,16119.0,12335.0,3769.0,5845.0,21925.0,Thriving,Excellent! Consider investments for growth.
38070.0,9255.0,7082.0,2164.0,3356.0,9831.0,Thriving,Excellent! Consider investments for growth.
153541.0,37326.0,28564.0,8728.0,13535.0,53763.0,Thriving,Excellent! Consider investments for growth.
131822.0,32046.0,24523.0,7494.0,11621.0,27383.0,Thriving,Excellent! Consider investments for growth.
170949.0,41558.0,31802.0,9718.0,15070.0,44504.0,Thriving,Excellent! Consider investments for growth.
194088.0,47183.0,,11034.0,17110.0,54234.0,Thriving,Excellent! Consider investments for growth.
33140.0,8056.0,6165.0,1884.0,2921.0,12836.0,Thriving,Excellent! Consider investments for growth.
167820.0,40798.0,,9540.0,14794.0,36723.0,Thriving,Excellent! Consider investments for growth.
23191.0,5637.0,,1318.0,2044.0,7067.0,Thriving,Excellent! Consider investments for growth.
164353.0,122525.89293044548,30575.0,9343.0,14488.0,47299.0,Thriving,Excellent! Consider investments for growth.
99141.0,24101.0,18443.0,5636.0,,25718.0,Thriving,Excellent! Consider investments for growth.
106205.0,25819.0,,6037.0,9362.0,33541.0,Thriving,Excellent! Consider investments for growth.
92930.0,22591.0,17288.0,,8192.0,36448.0,Thriving,Excellent! Consider investments for growth.
174946.0,42530.0,32546.0,9945.0,15422.0,67969.0,Thriving,Excellent! Consider investments for growth.
38708.0,9410.0,7201.0,2200.0,3412.0,13703.0,Thriving,Excellent! Consider investments for growth.
38681.0,9403.0,7196.0,2199.0,3410.0,3783.0,Stable,You're on track! Try to boost savings gradually.
174363.0,42388.0,32438.0,,15371.0,3038.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
,11339.0,8677.0,2651.0,4112.0,13580.0,Thriving,Excellent! Consider investments for growth.
146131.0,35525.0,27185.0,8307.0,12882.0,48191.0,Thriving,Excellent! Consider investments for growth.
118452.0,28796.0,22036.0,6734.0,,28803.0,Thriving,Excellent! Consider investments for growth.
98587.0,23967.0,18340.0,5604.0,8691.0,19989.0,Thriving,Excellent! Consider investments for growth.
62520.0,15198.0,11631.0,3554.0,5511.0,10903.0,Stable,You're on track! Try to boost savings gradually.
144046.0,35018.0,26797.0,8189.0,12698.0,52745.0,Thriving,Excellent! Consider investments for growth.
152028.0,36958.0,28282.0,8642.0,13402.0,53509.0,Thriving,Excellent! Consider investments for growth.
,35969.0,27525.0,8411.0,13043.0,45533.0,Thriving,Excellent! Consider investments for growth.
36032.0,8759.0,6703.0,2048.0,3176.0,9964.0,Thriving,Excellent! Consider investments for growth.
90271.0,21945.0,16793.0,5131.0,7958.0,31104.0,Thriving,Excellent! Consider investments for growth.
117883.0,28658.0,21930.0,6701.0,10392.0,36457.0,Thriving,Excellent! Consider investments for growth.
,43374.0,33192.0,10143.0,15728.0,66663.0,Thriving,Excellent! Consider investments for growth.
99252.0,24128.0,18464.0,5642.0,8749.0,22786.0,Thriving,Excellent! Consider investments for growth.
119608.0,29077.0,22251.0,6799.0,10544.0,22512.0,Stable,You're on track! Try to boost savings gradually.
44519.0,10822.0,8282.0,2530.0,3924.0,2622.0,Stable,You're on track! Try to boost savings gradually.
174782.0,42490.0,32516.0,9936.0,15408.0,63841.0,Thriving,Excellent! Consider investments for growth.
88760.0,21578.0,16512.0,5046.0,7824.0,21014.0,Thriving,Excellent! Consider investments for growth.
103691.0,25207.0,19290.0,5894.0,9141.0,26710.0,Thriving,Excellent! Consider investments for growth.
80428.0,19552.0,14962.0,4572.0,7090.0,14959.0,Stable,You're on track! Try to boost savings gradually.
123333.0,29982.0,22944.0,7011.0,10872.0,23553.0,Stable,You're on track! Try to boost savings gradually.
193946.0,,36081.0,11025.0,17097.0,8809.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
50678.0,,9428.0,2881.0,4467.0,44.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
88450.0,21502.0,16455.0,5028.0,7797.0,32213.0,Thriving,Excellent! Consider investments for growth.
110093.0,26764.0,20481.0,6258.0,9705.0,38903.0,Thriving,Excellent! Consider investments for growth.
173252.0,42118.0,32231.0,9849.0,15273.0,46339.0,Thriving,Excellent! Consider investments for growth.
46399.0,11279.0,8631.0,2637.0,4090.0,15885.0,Thriving,Excellent! Consider investments for growth.
171094.0,41593.0,31829.0,9726.0,15083.0,,At Risk,Critical: Immediate spending review needed. Focus on necessities.
111751.0,27167.0,20789.0,6353.0,9851.0,1362.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
143287.0,34833.0,26656.0,8145.0,12631.0,35217.0,Thriving,Excellent! Consider investments for growth.
167235.0,40655.0,31112.0,9507.0,14743.0,51265.0,Thriving,Excellent! Consider investments for growth.
177462.0,43142.0,33014.0,10088.0,15644.0,37137.0,Thriving,Excellent! Consider investments for growth.
63619.0,15466.0,,3616.0,5608.0,15197.0,Thriving,Excellent! Consider investments for growth.
175289.0,42613.0,32610.0,9965.0,15453.0,6605.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
71195.0,17307.0,13244.0,4047.0,6276.0,6744.0,Stable,You're on track! Try to boost savings gradually.
68868.0,16742.0,12812.0,3915.0,6071.0,7284.0,Stable,You're on track! Try to boost savings gradually.
48082.0,11689.0,8945.0,2733.0,4238.0,18053.0,Thriving,Excellent! Consider investments for growth.
102503.0,24919.0,19069.0,5827.0,9036.0,34346.0,Thriving,Excellent! Consider investments for growth.
167256.0,40660.0,31115.0,9508.0,14744.0,1482.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
164572.0,40008.0,30616.0,9356.0,14508.0,35804.0,Thriving,Excellent! Consider investments for growth.
179007.0,43517.0,33302.0,10176.0,15780.0,45668.0,Thriving,Excellent! Consider investments for growth.
152874.0,37164.0,,8690.0,13477.0,52216.0,Thriving,Excellent! Consider investments for growth.
140430.0,34139.0,26125.0,7983.0,12379.0,183809.80620613432,Thriving,Excellent! Consider investments for growth.
133569.0,32471.0,24848.0,7593.0,11775.0,45664.0,Thriving,Excellent! Consider investments for growth.
73682.0,17912.0,13707.0,4188.0,6495.0,,Thriving,Excellent! Consider investments for growth.
178059.0,43287.0,33125.0,10122.0,15697.0,36615.0,Thriving,Excellent! Consider investments for growth.
